订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1003038,2015/11/13,标准级,中国,中南,湖南,小型企业,家具,用具,Rubbermaid,"Rubvermaid 框架, 一包多件",5,2566.00 ,1282
A1003034,2015/11/13,标准级,中国,华东,山东,公司,技术,配件,Enermax,"Enermax 闪存驱动器, 回收",3,551.00 ,220
A1003046,2015/11/14,二级,中国,华北,河北,消费者,办公用品,收纳具,Fellowes,"Fellowes 搁板, 蓝色",3,810.00 ,218
A1003046,2015/11/14,二级,中国,华北,河北,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 标签, 实惠",4,120.00 ,48
A1003044,2015/11/14,标准级,中国,华东,山东,消费者,办公用品,信封,Jiffy,"Jiffy 局间信封, 红色",3,700.00 ,42
A1003044,2015/11/14,标准级,中国,华东,山东,消费者,办公用品,系固件,Stockwell,"Stockwell 夹子, 混合尺寸",2,156.00 ,46
A1003045,2015/11/14,标准级,中国,华北,天津,消费者,办公用品,信封,Kraft,"Kraft 邮寄品, 红色",5,961.00 ,346
A1003045,2015/11/14,标准级,中国,华北,天津,消费者,办公用品,系固件,Advantus,"Advantus 回形针, 整包",6,391.00 ,89
A1003045,2015/11/14,标准级,中国,华北,天津,消费者,技术,电话,摩托罗拉,"摩托罗拉 充电器, 蓝色",7,20995.00 ,2309
A1003043,2015/11/14,标准级,中国,中南,广东,公司,技术,设备,StarTech,"StarTech 收据打印机, 耐用",4,2066.00 ,661
A1003049,2015/11/15,当日,中国,华北,天津,小型企业,办公用品,标签,Avery,"Avery 文件夹标签, 白色",2,85.00 ,2
A1003047,2015/11/15,一级,中国,华北,北京,小型企业,办公用品,标签,Hon,"Hon 合法证物标签, 红色",2,100.00 ,50
A1003047,2015/11/15,一级,中国,华北,北京,小型企业,办公用品,美术,Binney & Smith,"Binney & Smith 画布, 混合尺寸",1,51.00 ,-199
A1003050,2015/11/15,一级,中国,东北,吉林,消费者,办公用品,收纳具,Rogers,"Rogers 盘, 蓝色",3,864.00 ,302
A1003051,2015/11/15,一级,中国,中南,广东,公司,技术,电话,摩托罗拉,"摩托罗拉 充电器, 全尺寸",3,9016.00 ,541
A1003047,2015/11/15,一级,中国,华北,北京,小型企业,技术,配件,罗技,"罗技 记忆卡, 回收",2,567.00 ,-274
A1003048,2015/11/15,标准级,中国,华东,福建,消费者,办公用品,纸张,施乐,"施乐 计划信息表, 优质",2,190.00 ,61
A1003052,2015/11/15,标准级,中国,华东,安徽,消费者,家具,书架,Safco,"Safco 搁架, 白色",4,3720.00 ,446
A1003052,2015/11/15,标准级,中国,华东,安徽,消费者,家具,椅子,Office Star,"Office Star 扶手椅, 红色",2,4363.00 ,1527
A1003052,2015/11/15,标准级,中国,华东,安徽,消费者,技术,复印机,惠普,"惠普 传真机, 每套两件",1,1400.00 ,308
A1003056,2015/11/16,一级,中国,东北,吉林,消费者,办公用品,器具,Breville,"Breville 炉灶, 红色",1,2621.00 ,812
A1003056,2015/11/16,一级,中国,东北,吉林,消费者,办公用品,系固件,OIC,"OIC 图钉, 混合尺寸",6,323.00 ,83
A1003056,2015/11/16,一级,中国,东北,吉林,消费者,家具,书架,Safco,"Safco 搁架, 金属",3,2747.00 ,906
A1003054,2015/11/16,一级,中国,中南,广东,消费者,办公用品,用品,Acme,"Acme 修剪器, 钢",3,369.00 ,-111
A1003054,2015/11/16,一级,中国,中南,广东,消费者,技术,设备,柯尼卡,"柯尼卡 电话, 耐用",4,967.00 ,-65
A1003053,2015/11/16,标准级,中国,华东,江苏,小型企业,办公用品,收纳具,Smead,"Smead 文件车, 工业",4,2406.00 ,457
A1003055,2015/11/16,标准级,中国,东北,辽宁,消费者,办公用品,收纳具,Rogers,"Rogers 文件车, 单宽度",10,6609.00 ,2643
A1003057,2015/11/16,标准级,中国,华东,浙江,消费者,办公用品,信封,Ames,"Ames 马尼拉纸信封, 回收",3,329.00 ,33
A1003058,2015/11/17,标准级,中国,中南,河南,小型企业,办公用品,收纳具,Fellowes,"Fellowes 文件夹, 单宽度",5,617.00 ,216
A1003059,2015/11/18,一级,中国,中南,河南,公司,办公用品,器具,Hoover,"Hoover 搅拌机, 白色",1,445.00 ,165
A1003065,2015/11/18,标准级,中国,西北,甘肃,公司,办公用品,用品,Stiletto,"Stiletto 开信刀, 钢",2,259.00 ,13
A1003065,2015/11/18,标准级,中国,西北,甘肃,公司,办公用品,装订机,Avery,"Avery 孔加固材料, 回收",3,67.00 ,10
A1003065,2015/11/18,标准级,中国,西北,甘肃,公司,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 透明",3,160.00 ,54
A1003060,2015/11/18,标准级,中国,中南,广东,消费者,办公用品,收纳具,Eldon,"Eldon 锁柜, 蓝色",4,3694.00 ,923
A1003063,2015/11/18,标准级,中国,华北,山西,公司,技术,配件,贝尔金,"贝尔金 键区, 回收",5,778.00 ,-260
A1003065,2015/11/18,标准级,中国,西北,甘肃,公司,技术,设备,爱普生,"爱普生 计算器, 红色",2,407.00 ,69
A1003061,2015/11/18,标准级,中国,中南,湖北,公司,办公用品,器具,Breville,"Breville 烤面包机, 红色",5,1074.00 ,107
A1003061,2015/11/18,标准级,中国,中南,湖北,公司,办公用品,系固件,OIC,"OIC 橡皮筋, 混合尺寸",7,285.00 ,-81
A1003061,2015/11/18,标准级,中国,中南,湖北,公司,办公用品,美术,BIC,"BIC 记号笔, 金属",5,129.00 ,-492
A1003061,2015/11/18,标准级,中国,中南,湖北,公司,办公用品,装订机,Acco,"Acco 装订机盖, 耐用",2,83.00 ,-36
A1003064,2015/11/18,标准级,中国,东北,辽宁,小型企业,办公用品,标签,Avery,"Avery 文件夹标签, 白色",5,213.00 ,4
A1003064,2015/11/18,标准级,中国,东北,辽宁,小型企业,办公用品,美术,Binney & Smith,"Binney & Smith 记号笔, 整包",2,182.00 ,11
A1003061,2015/11/18,标准级,中国,中南,湖北,公司,家具,桌子,Lesro,"Lesro 木桌, 白色",2,1753.00 ,-2542
A1003061,2015/11/18,标准级,中国,中南,湖北,公司,技术,配件,贝尔金,"贝尔金 键盘, 耐用",5,1177.00 ,-510
A1003062,2015/11/18,标准级,中国,东北,黑龙江,小型企业,办公用品,系固件,Advantus,"Advantus 图钉, 混合尺寸",2,62.00 ,-8
A1003067,2015/11/19,二级,中国,中南,湖南,小型企业,办公用品,用品,Fiskars,"Fiskars 尺子, 蓝色",3,202.00 ,12
A1003067,2015/11/19,二级,中国,中南,湖南,小型企业,办公用品,装订机,Avery,"Avery 装订机盖, 透明",2,98.00 ,29
A1003067,2015/11/19,二级,中国,中南,湖南,小型企业,家具,书架,Sauder,"Sauder 柜, 传统",2,1556.00 ,264
A1003070,2015/11/19,标准级,中国,中南,河南,公司,办公用品,收纳具,Tenex,"Tenex 文件夹, 蓝色",3,325.00 ,68
A1003066,2015/11/19,标准级,中国,中南,广东,小型企业,办公用品,收纳具,Smead,"Smead 搁板, 工业",1,231.00 ,14
A1003066,2015/11/19,标准级,中国,中南,广东,小型企业,办公用品,收纳具,Smead,"Smead 锁柜, 单宽度",3,2778.00 ,222
A1003066,2015/11/19,标准级,中国,中南,广东,小型企业,办公用品,标签,Smead,"Smead 文件夹标签, 耐用",5,216.00 ,43
A1003066,2015/11/19,标准级,中国,中南,广东,小型企业,办公用品,标签,Smead,"Smead 运输标签, 白色",5,271.00 ,5
A1003066,2015/11/19,标准级,中国,中南,广东,小型企业,办公用品,系固件,Stockwell,"Stockwell 橡皮筋, 每包 12 个",2,149.00 ,6
A1003066,2015/11/19,标准级,中国,中南,广东,小型企业,办公用品,装订机,Avery,"Avery 订书机, 回收",3,689.00 ,62
A1003071,2015/11/19,二级,中国,华东,安徽,消费者,办公用品,收纳具,Tenex,"Tenex 搁板, 工业",8,2059.00 ,534
A1003069,2015/11/19,标准级,中国,中南,广西,消费者,办公用品,标签,Novimex,"Novimex 可去除的标签, 白色",1,46.00 ,19
A1003070,2015/11/19,标准级,中国,中南,河南,公司,家具,用具,Advantus,"Advantus 分层置放架, 优质",4,466.00 ,228
A1003068,2015/11/19,标准级,中国,西北,甘肃,公司,家具,书架,Dania,"Dania 书架, 白色",4,1390.00 ,-487
A1003069,2015/11/19,标准级,中国,中南,广西,消费者,家具,椅子,Hon,"Hon 摇椅, 黑色",4,2393.00 ,287
A1003069,2015/11/19,标准级,中国,中南,广西,消费者,家具,椅子,Safco,"SAFCO 扶手椅, 红色",3,6460.00 ,2842
A1003069,2015/11/19,标准级,中国,中南,广西,消费者,家具,椅子,Safco,"SAFCO 沙滩椅, 每套两件",3,724.00 ,354
A1003069,2015/11/19,标准级,中国,中南,广西,消费者,家具,用具,Deflect-O,"Deflect-O 相框, 耐用",5,1142.00 ,308
A1003069,2015/11/19,标准级,中国,中南,广西,消费者,家具,用具,Eldon,"Eldon 分层置放架, 优质",1,141.00 ,25
A1003069,2015/11/19,标准级,中国,中南,广西,消费者,技术,设备,冲电器,"冲电器 卡片打印机, 白色",2,1626.00 ,699
A1003080,2015/11/20,二级,中国,中南,河南,消费者,办公用品,用品,Stiletto,"Stiletto 尺子, 蓝色",2,83.00 ,-6
A1003073,2015/11/20,一级,中国,东北,辽宁,公司,家具,用具,Eldon,"Eldon 框架, 优质",4,2144.00 ,986
A1003078,2015/11/20,标准级,中国,东北,黑龙江,公司,办公用品,器具,Hamilton Beach,"Hamilton Beach 冰箱, 红色",3,7002.00 ,490
A1003074,2015/11/20,标准级,中国,中南,河南,小型企业,办公用品,装订机,Acco,"Acco 标签, 实惠",2,80.00 ,37
A1003075,2015/11/20,标准级,中国,中南,湖南,小型企业,技术,电话,摩托罗拉,"摩托罗拉 音频基座, 整包",4,3238.00 ,1619
A1003076,2015/11/20,标准级,中国,华北,河北,公司,家具,用具,Deflect-O,"Deflect-O 闹钟, 优质",5,1142.00 ,182
A1003081,2015/11/20,标准级,中国,华东,山东,消费者,家具,椅子,Novimex,"Novimex 椅垫, 红色",5,1315.00 ,447
A1003079,2015/11/20,标准级,中国,中南,河南,消费者,家具,桌子,Barricks,"Barricks 培训桌, 长方形",1,590.00 ,-369
A1003076,2015/11/20,标准级,中国,华北,河北,公司,技术,复印机,Hewlett,"Hewlett 复印机, 彩色",3,3712.00 ,742
A1003072,2015/11/20,标准级,中国,中南,广东,小型企业,技术,电话,摩托罗拉,"摩托罗拉 办公室电话机, 整包",4,1341.00 ,67
A1003077,2015/11/20,标准级,中国,中南,广东,公司,技术,配件,SanDisk,"SanDisk 闪存驱动器, 耐用",5,557.00 ,83
A1003083,2015/11/21,二级,中国,华东,安徽,公司,办公用品,系固件,Advantus,"Advantus 橡皮筋, 金属",5,390.00 ,11
A1003087,2015/11/21,二级,中国,华东,山东,消费者,办公用品,纸张,Enermax,"Enermax 备忘录便条, 多色",2,159.00 ,6
A1003085,2015/11/21,二级,中国,华东,山东,公司,办公用品,信封,Kraft,"Kraft 商业信封, 回收",7,498.00 ,159
A1003086,2015/11/21,标准级,中国,华东,上海,公司,办公用品,信封,Jiffy,"Jiffy 邮寄品, 银色",2,369.00 ,11
A1003084,2015/11/21,标准级,中国,华北,内蒙古,小型企业,办公用品,信封,Jiffy,"Jiffy 马尼拉纸信封, 回收",4,463.00 ,208
A1003084,2015/11/21,标准级,中国,华北,内蒙古,小型企业,办公用品,器具,KitchenAid,"KitchenAid 炉灶, 黑色",7,11164.00 ,-187
A1003084,2015/11/21,标准级,中国,华北,内蒙古,小型企业,办公用品,装订机,Avery,"Avery 装订机, 回收",1,37.00 ,-25
A1003085,2015/11/21,二级,中国,华东,山东,公司,家具,书架,Dania,"Dania 书架, 黑色",3,1033.00 ,-379
A1003086,2015/11/21,标准级,中国,华东,上海,公司,家具,书架,Dania,"Dania 古典书架, 黑色",5,9616.00 ,1154
A1003084,2015/11/21,标准级,中国,华北,内蒙古,小型企业,技术,复印机,佳能,"佳能 传真复印机, 每套两件",5,2679.00 ,-1607
A1003088,2015/11/21,标准级,中国,华北,河北,公司,办公用品,收纳具,Smead,"Smead 盘, 单宽度",1,226.00 ,43
A1003088,2015/11/21,标准级,中国,华北,河北,公司,办公用品,用品,Stiletto,"Stiletto 美工刀, 钢",5,495.00 ,-50
A1003088,2015/11/21,标准级,中国,华北,河北,公司,办公用品,美术,BIC,"BIC 铅笔刀, 蓝色",4,108.00 ,-244
A1003082,2015/11/21,标准级,中国,东北,辽宁,小型企业,技术,配件,Memorex,"Memorex 键区, 耐用",7,890.00 ,29
A1003095,2015/11/22,一级,中国,东北,黑龙江,消费者,办公用品,器具,KitchenAid,"KitchenAid 炉灶, 白色",6,9547.00 ,-3501
A1003095,2015/11/22,一级,中国,东北,黑龙江,消费者,办公用品,器具,KitchenAid,"KitchenAid 烤面包机, 白色",2,467.00 ,-296
A1003091,2015/11/22,一级,中国,中南,湖南,公司,办公用品,器具,KitchenAid,"KitchenAid 冰箱, 黑色",7,10336.00 ,-3963
A1003091,2015/11/22,一级,中国,中南,湖南,公司,办公用品,标签,Novimex,"Novimex 圆形标签, 红色",3,85.00 ,38
A1003089,2015/11/22,一级,中国,东北,辽宁,小型企业,办公用品,美术,Stanley,"Stanley 荧光笔, 金属",3,45.00 ,-114
A1003096,2015/11/22,一级,中国,华北,北京,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 实惠",3,685.00 ,294
A1003096,2015/11/22,一级,中国,华北,北京,消费者,家具,书架,宜家,"宜家 书库, 黑色",4,6808.00 ,272
A1003096,2015/11/22,一级,中国,华北,北京,消费者,技术,配件,Enermax,"Enermax 路由器, 实惠",2,2411.00 ,554
A1003090,2015/11/22,标准级,中国,华东,上海,消费者,家具,桌子,Barricks,"Barricks 电脑桌, 白色",4,5376.00 ,-1882
A1003090,2015/11/22,标准级,中国,华东,上海,消费者,家具,椅子,Safco,"SAFCO 折叠椅, 每套两件",4,1642.00 ,246
A1003090,2015/11/22,标准级,中国,华东,上海,消费者,技术,复印机,佳能,"佳能 个人复印机, 彩色",7,4710.00 ,1459
A1003090,2015/11/22,标准级,中国,华东,上海,消费者,技术,复印机,惠普,"惠普 复印机, 每套两件",1,1137.00 ,114
A1003090,2015/11/22,标准级,中国,华东,上海,消费者,技术,配件,Enermax,"Enermax 鼠标, 可编程",1,195.00 ,12
A1003092,2015/11/22,二级,中国,中南,湖南,公司,办公用品,系固件,Accos,"Accos 订书钉, 混合尺寸",1,39.00 ,19
A1003092,2015/11/22,二级,中国,中南,湖南,公司,办公用品,美术,Binney & Smith,"Binney & Smith 画布, 蓝色",2,479.00 ,76
A1003094,2015/11/22,标准级,中国,华东,山东,消费者,办公用品,收纳具,Eldon,"Eldon 盘, 蓝色",2,448.00 ,36
A1003094,2015/11/22,标准级,中国,华东,山东,消费者,家具,桌子,Chromcraft,"Chromcraft 咖啡桌, 组装",2,1003.00 ,-301
A1003092,2015/11/22,二级,中国,中南,湖南,公司,技术,配件,Memorex,"Memorex 闪存驱动器, 可编程",6,865.00 ,294
A1003097,2015/11/22,标准级,中国,中南,湖北,消费者,办公用品,收纳具,Smead,"Smead 文件夹, 蓝色",2,163.00 ,67
A1003097,2015/11/22,标准级,中国,中南,湖北,消费者,办公用品,收纳具,Tenex,"Tenex 锁柜, 金属",2,1897.00 ,948
A1003097,2015/11/22,标准级,中国,中南,湖北,消费者,办公用品,美术,Sanford,"Sanford 荧光笔, 整包",2,120.00 ,24
A1003093,2015/11/22,标准级,中国,华东,江苏,小型企业,家具,书架,Bush,"Bush 柜, 白色",2,817.00 ,-150
A1003097,2015/11/22,标准级,中国,中南,湖北,消费者,家具,书架,Sauder,"Sauder 书架, 白色",3,2091.00 ,564
A1003097,2015/11/22,标准级,中国,中南,湖北,消费者,技术,电话,思科,"思科 信号增强器, 蓝色",2,1417.00 ,595
A1003099,2015/11/23,二级,中国,中南,河南,消费者,办公用品,用品,Stiletto,"Stiletto 开信刀, 蓝色",5,662.00 ,66
A1003099,2015/11/23,二级,中国,中南,河南,消费者,办公用品,系固件,Stockwell,"Stockwell 按钉, 整包",2,130.00 ,60
A1003098,2015/11/23,二级,中国,华北,北京,消费者,办公用品,信封,Cameo,"Cameo 马尼拉纸信封, 红色",2,285.00 ,25
A1003098,2015/11/23,二级,中国,华北,北京,消费者,办公用品,收纳具,Eldon,"Eldon 搁板, 蓝色",4,904.00 ,108
A1003098,2015/11/23,二级,中国,华北,北京,消费者,办公用品,用品,Acme,"Acme 美工刀, 蓝色",3,529.00 ,68
A1003098,2015/11/23,二级,中国,华北,北京,消费者,办公用品,装订机,Ibico,"Ibico 打孔机, 耐用",6,895.00 ,35
A1003099,2015/11/23,二级,中国,中南,河南,消费者,技术,配件,贝尔金,"贝尔金 记忆卡, 实惠",3,1607.00 ,611
A1003100,2015/11/23,标准级,中国,中南,广东,公司,技术,设备,松下,"松下 收据打印机, 多色",3,1693.00 ,795
A1003105,2015/11/25,一级,中国,华东,山东,公司,办公用品,标签,Novimex,"Novimex 合法证物标签, 耐用",6,304.00 ,60
A1003101,2015/11/25,标准级,中国,华东,上海,消费者,办公用品,信封,Ames,"Ames 搭扣信封, 回收",6,168.00 ,24
A1003106,2015/11/25,标准级,中国,华东,山东,消费者,办公用品,美术,BIC,"BIC 画布, 金属",2,103.00 ,-262
A1003102,2015/11/25,标准级,中国,西北,陕西,消费者,办公用品,标签,Avery,"Avery 可去除的标签, 白色",4,200.00 ,8
A1003102,2015/11/25,标准级,中国,西北,陕西,消费者,办公用品,系固件,OIC,"OIC 按钉, 每包 12 个",3,201.00 ,4
A1003102,2015/11/25,标准级,中国,西北,陕西,消费者,家具,椅子,Harbour Creations,"Harbour Creations 扶手椅, 红色",5,11051.00 ,4862
A1003106,2015/11/25,标准级,中国,华东,山东,消费者,技术,设备,StarTech,"StarTech 收据打印机, 耐用",6,1860.00 ,-249
A1003106,2015/11/25,标准级,中国,华东,山东,消费者,技术,配件,贝尔金,"贝尔金 路由器, 回收",3,2155.00 ,-108
A1003103,2015/11/25,标准级,中国,华东,山东,公司,办公用品,美术,Boston,"Boston 速写本, 蓝色",2,91.00 ,-340
A1003103,2015/11/25,标准级,中国,华东,山东,公司,办公用品,美术,Boston,"Boston 钢笔, 蓝色",5,66.00 ,-219
A1003108,2015/11/25,标准级,中国,华东,浙江,消费者,办公用品,用品,Elite,"Elite 尺子, 工业",2,86.00 ,-16
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,办公用品,信封,Jiffy,"Jiffy 局间信封, 回收",2,422.00 ,8
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,办公用品,用品,Acme,"Acme 剪刀, 工业",1,76.00 ,-25
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,办公用品,系固件,OIC,"OIC 图钉, 整包",8,315.00 ,-100
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,办公用品,纸张,Enermax,"Enermax 备忘录便条, 优质",3,219.00 ,44
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,家具,桌子,Chromcraft,"Chromcraft 圆桌, 黑色",2,1744.00 ,-1177
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,家具,用具,Deflect-O,"Deflect-O 框架, 黑色",8,2465.00 ,-699
A1003107,2015/11/25,标准级,中国,华东,山东,小型企业,技术,设备,柯尼卡,"柯尼卡 喷墨打印机, 红色",5,7247.00 ,3261
A1003108,2015/11/25,标准级,中国,华东,浙江,消费者,技术,电话,三星,"三星 信号增强器, 混合尺寸",2,781.00 ,-299
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,技术,复印机,夏普,"夏普 传真机, 数字化",2,1654.00 ,-221
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,技术,复印机,夏普,"夏普 复印机, 红色",2,1331.00 ,-887
A1003104,2015/11/25,标准级,中国,西南,四川,消费者,技术,复印机,惠普,"惠普 个人复印机, 彩色",4,1408.00 ,-658
A1003113,2015/11/26,二级,中国,华东,上海,消费者,办公用品,器具,KitchenAid,"KitchenAid 冰箱, 银色",2,4934.00 ,1776
A1003113,2015/11/26,二级,中国,华东,上海,消费者,办公用品,系固件,Advantus,"Advantus 订书钉, 金属",2,102.00 ,30
A1003113,2015/11/26,二级,中国,华东,上海,消费者,办公用品,纸张,Enermax,"Enermax 令, 每包 12 个",2,304.00 ,33
